"행정구역별(읍면동)","연령별",2020,2020,2020,2020,2020,2020,2020,2020
"행정구역별(읍면동)","연령별",총인구(명),총인구_남자(명),총인구_여자(명),총인구_성비,내국인(명),내국인_남자(명),내국인_여자(명),내국인_성비
"서울특별시","합계",9586195,4647733,4938462,94.1,9219741,4474343,4745398,94.3
"서울특별시","0~4세",278869,143492,135377,106,269981,138917,131064,106
"서울특별시","5~9세",343206,176037,167169,105.3,336583,172634,163949,105.3
"서울특별시","10~14세",353042,181711,171331,106.1,349124,179708,169416,106.1
"서울특별시","15~19세",408748,206091,202657,101.7,401028,203117,197911,102.6
"서울특별시","20~24세",664188,308209,355979,86.6,625922,294271,331651,88.7
"서울특별시","25~29세",835286,406953,428333,95,795700,390712,404988,96.5
"서울특별시","30~34세",734952,367172,367780,99.8,692702,346673,346029,100.2
"서울특별시","35~39세",745117,375820,369297,101.8,711638,358471,353167,101.5
"서울특별시","40~44세",709736,353683,356053,99.3,682858,339144,343714,98.7
"서울특별시","45~49세",783563,388580,394983,98.4,754043,372828,381215,97.8
"서울특별시","50~54세",773582,378429,395153,95.8,739434,361142,378292,95.5
"서울특별시","55~59세",743817,360318,383499,94,706269,341957,364312,93.9
"서울특별시","60~64세",712641,337235,375406,89.8,681960,322405,359555,89.7
"서울특별시","65~69세",520889,243941,276948,88.1,504509,236100,268409,88
"서울특별시","70~74세",391970,179983,211987,84.9,386271,177553,208718,85.1
"서울특별시","75~79세",290634,130667,159967,81.7,288272,129924,158348,82
"서울특별시","80~84세",179109,73254,105855,69.2,177482,72859,104623,69.6
"서울특별시","85세이상",116846,36158,80688,44.8,115965,35928,80037,44.9
"서울특별시","85~89세",81514,27285,54229,50.3,80876,27124,53752,50.5
"서울특별시","90~94세",28197,7234,20963,34.5,28028,7189,20839,34.5
"서울특별시","95~99세",6251,1468,4783,30.7,6203,1454,4749,30.6
"서울특별시","100세이상",884,171,713,24,858,161,697,23.1
"서울특별시","15세미만",975117,501240,473877,105.8,955688,491259,464429,105.8
"서울특별시","15~64세",7111630,3482490,3629140,96,6791554,3330720,3460834,96.2
"서울특별시","65세이상",1499448,664003,835445,79.5,1472499,652364,820135,79.5
"서울특별시","평균연령",42.9,42.1,43.6,-,42.9,42.1,43.7,-
"서울특별시","중위연령",42.9,42.1,43.8,-,43.1,42.1,43.9,-
"부산광역시","합계",3349016,1638751,1710265,95.8,3294102,1608877,1685225,95.5
"부산광역시","0~4세",98637,50511,48126,105,97921,50159,47762,105
"부산광역시","5~9세",131903,67628,64275,105.2,131420,67408,64012,105.3
"부산광역시","10~14세",126187,65022,61165,106.3,125846,64857,60989,106.3
"부산광역시","15~19세",144199,74893,69306,108.1,142835,74287,68548,108.4
"부산광역시","20~24세",218047,112542,105505,106.7,208516,107823,100693,107.1
"부산광역시","25~29세",226843,119788,107055,111.9,217205,114449,102756,111.4
"부산광역시","30~34세",192718,100029,92689,107.9,183399,94489,88910,106.3
"부산광역시","35~39세",227062,116286,110776,105,219837,111880,107957,103.6
"부산광역시","40~44세",236830,120485,116345,103.6,232022,117674,114348,102.9
"부산광역시","45~49세",260800,129863,130937,99.2,257136,127837,129299,98.9
"부산광역시","50~54세",273734,132689,141045,94.1,270923,131303,139620,94
"부산광역시","55~59세",281623,134264,147359,91.1,279631,133324,146307,91.1
"부산광역시","60~64세",291543,137595,153948,89.4,290043,136907,153136,89.4
"부산광역시","65~69세",224086,105178,118908,88.5,223235,104785,118450,88.5
"부산광역시","70~74세",164547,75685,88862,85.2,164204,75527,88677,85.2
"부산광역시","75~79세",122339,53377,68962,77.4,122172,53302,68870,77.4
"부산광역시","80~84세",77700,29540,48160,61.3,77596,29507,48089,61.4
"부산광역시","85세이상",50218,13376,36842,36.3,50161,13359,36802,36.3
"부산광역시","85~89세",35683,10480,25203,41.6,35648,10473,25175,41.6
"부산광역시","90~94세",11847,2454,9393,26.1,11834,2448,9386,26.1
"부산광역시","95~99세",2384,404,1980,20.4,2376,401,1975,20.3
"부산광역시","100세이상",304,38,266,14.3,303,37,266,13.9
"부산광역시","15세미만",356727,183161,173566,105.5,355187,182424,172763,105.6
"부산광역시","15~64세",2353399,1178434,1174965,100.3,2301547,1149973,1151574,99.9
"부산광역시","65세이상",638890,277156,361734,76.6,637368,276480,360888,76.6
"부산광역시","평균연령",44.8,43.4,46.1,-,44.9,43.5,46.2,-
"부산광역시","중위연령",46.5,44.6,48.2,-,46.8,45.1,48.5,-
"대구광역시","합계",2410700,1190271,1220429,97.5,2373302,1170625,1202677,97.3
"대구광역시","0~4세",75767,38862,36905,105.3,75145,38559,36586,105.4
"대구광역시","5~9세",102474,52434,50040,104.8,102090,52263,49827,104.9
"대구광역시","10~14세",104457,54158,50299,107.7,104210,54030,50180,107.7
"대구광역시","15~19세",120738,63343,57395,110.4,119179,62603,56576,110.7
"대구광역시","20~24세",164883,87519,77364,113.1,159127,84584,74543,113.5
"대구광역시","25~29세",163122,88145,74977,117.6,156979,84853,72126,117.6
"대구광역시","30~34세",138022,74266,63756,116.5,131598,70711,60887,116.1
"대구광역시","35~39세",160788,81511,79277,102.8,155831,78721,77110,102.1
"대구광역시","40~44세",175075,87078,87997,99,171791,85270,86521,98.6
"대구광역시","45~49세",204666,100187,104479,95.9,202067,98782,103285,95.6
"대구광역시","50~54세",214621,104875,109746,95.6,212551,103853,108698,95.5
"대구광역시","55~59세",206714,100742,105972,95.1,205215,100043,105172,95.1
"대구광역시","60~64세",185094,89740,95354,94.1,184181,89330,94851,94.2
"대구광역시","65~69세",135142,63026,72116,87.4,134624,62800,71824,87.4
"대구광역시","70~74세",97519,44271,53248,83.1,97307,44187,53120,83.2
"대구광역시","75~79세",75796,31628,44168,71.6,75689,31584,44105,71.6
"대구광역시","80~84세",51639,18941,32698,57.9,51585,18928,32657,58
"대구광역시","85세이상",34183,9545,24638,38.7,34133,9524,24609,38.7
"대구광역시","85~89세",25076,7647,17429,43.9,25042,7633,17409,43.8
"대구광역시","90~94세",7468,1602,5866,27.3,7457,1596,5861,27.2
"대구광역시","95~99세",1454,273,1181,23.1,1453,273,1180,23.1
"대구광역시","100세이상",185,23,162,14.2,181,22,159,13.8
"대구광역시","15세미만",282698,145454,137244,106,281445,144852,136593,106
"대구광역시","15~64세",1733723,877406,856317,102.5,1698519,858750,839769,102.3
"대구광역시","65세이상",394279,167411,226868,73.8,393338,167023,226315,73.8
"대구광역시","평균연령",43.3,41.9,44.7,-,43.4,42,44.8,-
"대구광역시","중위연령",45,43.1,46.6,-,45.3,43.5,46.9,-
"인천광역시","합계",2945454,1477064,1468390,100.6,2846242,1422376,1423866,99.9
"인천광역시","0~4세",100431,51612,48819,105.7,96848,49768,47080,105.7
"인천광역시","5~9세",131940,67711,64229,105.4,129513,66448,63065,105.4
"인천광역시","10~14세",131690,67621,64069,105.5,130251,66852,63399,105.4
"인천광역시","15~19세",137257,70521,66736,105.7,135404,69640,65764,105.9
"인천광역시","20~24세",183896,95592,88304,108.3,176352,91324,85028,107.4
"인천광역시","25~29세",218574,115347,103227,111.7,206715,108376,98339,110.2
"인천광역시","30~34세",194775,102684,92091,111.5,178600,93053,85547,108.8
"인천광역시","35~39세",225743,117514,108229,108.6,212499,109421,103078,106.2
"인천광역시","40~44세",230990,119057,111933,106.4,221969,113714,108255,105
"인천광역시","45~49세",251386,127783,123603,103.4,243799,123607,120192,102.8
"인천광역시","50~54세",255672,126290,129382,97.6,248733,122760,125973,97.4
"인천광역시","55~59세",255044,127389,127655,99.8,248403,124238,124165,100.1
"인천광역시","60~64세",222461,110882,111579,99.4,217086,108336,108750,99.6
"인천광역시","65~69세",141056,68629,72427,94.8,137888,67219,70669,95.1
"인천광역시","70~74세",101005,47817,53188,89.9,99792,47322,52470,90.2
"인천광역시","75~79세",74691,32119,42572,75.4,74106,31931,42175,75.7
"인천광역시","80~84세",50540,18501,32039,57.7,50165,18408,31757,58
"인천광역시","85세이상",38303,9995,28308,35.3,38119,9959,28160,35.4
"인천광역시","85~89세",26186,7500,18686,40.1,26048,7474,18574,40.2
"인천광역시","90~94세",9644,2024,7620,26.6,9604,2016,7588,26.6
"인천광역시","95~99세",2184,426,1758,24.2,2179,425,1754,24.2
"인천광역시","100세이상",289,45,244,18.4,288,44,244,18
"인천광역시","15세미만",364061,186944,177117,105.5,356612,183068,173544,105.5
"인천광역시","15~64세",2175798,1113059,1062739,104.7,2089560,1064469,1025091,103.8
"인천광역시","65세이상",405595,177061,228534,77.5,400070,174839,225231,77.6
"인천광역시","평균연령",42.2,41.1,43.2,-,42.3,41.3,43.3,-
"인천광역시","중위연령",43.1,42,44.4,-,43.5,42.4,44.6,-
"광주광역시","합계",1477573,734140,743433,98.7,1447000,717832,729168,98.4
"광주광역시","0~4세",50161,25580,24581,104.1,49582,25287,24295,104.1
"광주광역시","5~9세",70839,36580,34259,106.8,70353,36342,34011,106.9
"광주광역시","10~14세",73754,38149,35605,107.1,73441,38004,35437,107.2
"광주광역시","15~19세",81777,42398,39379,107.7,80887,41996,38891,108
"광주광역시","20~24세",113852,59055,54797,107.8,108360,55942,52418,106.7
"광주광역시","25~29세",106966,56242,50724,110.9,101494,53190,48304,110.1
"광주광역시","30~34세",86109,44639,41470,107.6,81265,41949,39316,106.7
"광주광역시","35~39세",106220,54072,52148,103.7,102632,52109,50523,103.1
"광주광역시","40~44세",115100,57375,57725,99.4,112603,56016,56587,99
"광주광역시","45~49세",128960,64319,64641,99.5,126826,63237,63589,99.4
"광주광역시","50~54세",126078,63089,62989,100.2,124416,62290,62126,100.3
"광주광역시","55~59세",111673,55684,55989,99.5,110423,55115,55308,99.7
"광주광역시","60~64세",98575,48116,50459,95.4,97836,47765,50071,95.4
"광주광역시","65~69세",66517,31439,35078,89.6,66157,31285,34872,89.7
"광주광역시","70~74세",53351,24490,28861,84.9,53206,24435,28771,84.9
"광주광역시","75~79세",40661,17529,23132,75.8,40590,17503,23087,75.8
"광주광역시","80~84세",27124,10132,16992,59.6,27090,10121,16969,59.6
"광주광역시","85세이상",19856,5252,14604,36,19839,5246,14593,35.9
"광주광역시","85~89세",13701,4008,9693,41.3,13690,4004,9686,41.3
"광주광역시","90~94세",4988,1078,3910,27.6,4983,1076,3907,27.5
"광주광역시","95~99세",1027,156,871,17.9,1026,156,870,17.9
"광주광역시","100세이상",140,10,130,7.7,140,10,130,7.7
"광주광역시","15세미만",194754,100309,94445,106.2,193376,99633,93743,106.3
"광주광역시","15~64세",1075310,544989,530321,102.8,1046742,529609,517133,102.4
"광주광역시","65세이상",207509,88842,118667,74.9,206882,88590,118292,74.9
"광주광역시","평균연령",41.3,40.2,42.4,-,41.4,40.3,42.6,-
"광주광역시","중위연령",42.1,40.9,43.3,-,42.4,41.2,43.6,-
"대전광역시","합계",1488435,744349,744086,100,1465507,733852,731655,100.3
"대전광역시","0~4세",48875,25091,23784,105.5,48318,24791,23527,105.4
"대전광역시","5~9세",66365,34063,32302,105.5,66020,33891,32129,105.5
"대전광역시","10~14세",68533,35265,33268,106,68353,35174,33179,106
"대전광역시","15~19세",83574,43616,39958,109.2,82649,43201,39448,109.5
"대전광역시","20~24세",123236,63832,59404,107.5,118916,61742,57174,108
"대전광역시","25~29세",113202,61378,51824,118.4,109481,59724,49757,120
"대전광역시","30~34세",92626,49509,43117,114.8,89214,47935,41279,116.1
"대전광역시","35~39세",103463,52723,50740,103.9,101066,51661,49405,104.6
"대전광역시","40~44세",109803,54504,55299,98.6,108048,53719,54329,98.9
"대전광역시","45~49세",125131,62357,62774,99.3,123677,61703,61974,99.6
"대전광역시","50~54세",124672,62086,62586,99.2,123339,61482,61857,99.4
"대전광역시","55~59세",115148,57176,57972,98.6,114107,56731,57376,98.9
"대전광역시","60~64세",104664,51199,53465,95.8,103939,50871,53068,95.9
"대전광역시","65~69세",71436,34483,36953,93.3,71000,34293,36707,93.4
"대전광역시","70~74세",51259,24107,27152,88.8,51076,24034,27042,88.9
"대전광역시","75~79세",39473,17127,22346,76.6,39406,17094,22312,76.6
"대전광역시","80~84세",26903,10185,16718,60.9,26851,10171,16680,61
"대전광역시","85세이상",20072,5648,14424,39.2,20047,5635,14412,39.1
"대전광역시","85~89세",14007,4296,9711,44.2,13992,4289,9703,44.2
"대전광역시","90~94세",4921,1149,3772,30.5,4912,1144,3768,30.4
"대전광역시","95~99세",1019,176,843,20.9,1019,176,843,20.9
"대전광역시","100세이상",125,27,98,27.6,124,26,98,26.5
"대전광역시","15세미만",183773,94419,89354,105.7,182691,93856,88835,105.7
"대전광역시","15~64세",1095519,558380,537139,104,1074436,548769,525667,104.4
"대전광역시","65세이상",209143,91550,117593,77.9,208380,91227,117153,77.9
"대전광역시","평균연령",41.4,40.3,42.5,-,41.5,40.4,42.6,-
"대전광역시","중위연령",42,40.6,43.4,-,42.2,40.8,43.7,-
"울산광역시","합계",1135423,585978,549445,106.6,1108528,570131,538397,105.9
"울산광역시","0~4세",42442,21750,20692,105.1,41958,21497,20461,105.1
"울산광역시","5~9세",56827,29269,27558,106.2,56469,29070,27399,106.1
"울산광역시","10~14세",55024,28642,26382,108.6,54809,28522,26287,108.5
"울산광역시","15~19세",54045,29197,24848,117.5,53698,29018,24680,117.6
"울산광역시","20~24세",67960,39258,28702,136.8,65714,37891,27823,136.2
"울산광역시","25~29세",75712,42971,32741,131.2,71870,40592,31278,129.8
"울산광역시","30~34세",70942,39071,31871,122.6,66456,36280,30176,120.2
"울산광역시","35~39세",86575,45468,41107,110.6,83173,43341,39832,108.8
"울산광역시","40~44세",90201,46999,43202,108.8,87657,45455,42202,107.7
"울산광역시","45~49세",98136,48975,49161,99.6,95717,47592,48125,98.9
"울산광역시","50~54세",107401,53606,53795,99.6,104946,52214,52732,99
"울산광역시","55~59세",102721,53128,49593,107.1,100781,52055,48726,106.8
"울산광역시","60~64세",86667,43835,42832,102.3,85533,43219,42314,102.1
"울산광역시","65~69세",56099,28034,28065,99.9,55525,27756,27769,100
"울산광역시","70~74세",35372,17512,17860,98.1,35148,17433,17715,98.4
"울산광역시","75~79세",23848,10472,13376,78.3,23725,10428,13297,78.4
"울산광역시","80~84세",15088,5355,9733,55,15016,5336,9680,55.1
"울산광역시","85세이상",10363,2436,7927,30.7,10333,2432,7901,30.8
"울산광역시","85~89세",7394,1968,5426,36.3,7374,1964,5410,36.3
"울산광역시","90~94세",2406,403,2003,20.1,2396,403,1993,20.2
"울산광역시","95~99세",523,64,459,13.9,523,64,459,13.9
"울산광역시","100세이상",40,X,39,2.6,40,X,39,2.6
"울산광역시","15세미만",154293,79661,74632,106.7,153236,79089,74147,106.7
"울산광역시","15~64세",840360,442508,397852,111.2,815545,427657,387888,110.3
"울산광역시","65세이상",140770,63809,76961,82.9,139747,63385,76362,83
"울산광역시","평균연령",41.5,40.5,42.6,-,41.6,40.6,42.6,-
"울산광역시","중위연령",43.1,41.7,44.7,-,43.3,41.9,44.9,-
"세종특별자치시","합계",353933,177939,175994,101.1,346689,173541,173148,100.2
"세종특별자치시","0~4세",20858,10641,10217,104.1,20767,10589,10178,104
"세종특별자치시","5~9세",25681,13204,12477,105.8,25615,13170,12445,105.8
"세종특별자치시","10~14세",23301,11739,11562,101.5,23265,11728,11537,101.7
"세종특별자치시","15~19세",18999,9479,9520,99.6,18846,9392,9454,99.3
"세종특별자치시","20~24세",21654,11579,10075,114.9,20512,10843,9669,112.1
"세종특별자치시","25~29세",21226,11062,10164,108.8,19927,10202,9725,104.9
"세종특별자치시","30~34세",26074,12939,13135,98.5,24887,12173,12714,95.7
"세종특별자치시","35~39세",34999,17146,17853,96,34059,16575,17484,94.8
"세종특별자치시","40~44세",35241,17500,17741,98.6,34653,17166,17487,98.2
"세종특별자치시","45~49세",31435,16567,14868,111.4,30954,16289,14665,111.1
"세종특별자치시","50~54세",23999,12552,11447,109.7,23571,12309,11262,109.3
"세종특별자치시","55~59세",20097,10322,9775,105.6,19732,10139,9593,105.7
"세종특별자치시","60~64세",17376,8657,8719,99.3,17117,8519,8598,99.1
"세종특별자치시","65~69세",11668,5723,5945,96.3,11539,5651,5888,96
"세종특별자치시","70~74세",7929,3829,4100,93.4,7878,3806,4072,93.5
"세종특별자치시","75~79세",5872,2529,3343,75.7,5857,2524,3333,75.7
"세종특별자치시","80~84세",4178,1559,2619,59.5,4168,1554,2614,59.4
"세종특별자치시","85세이상",3346,912,2434,37.5,3342,912,2430,37.5
"세종특별자치시","85~89세",2348,689,1659,41.5,2344,689,1655,41.6
"세종특별자치시","90~94세",830,192,638,30.1,830,192,638,30.1
"세종특별자치시","95~99세",152,29,123,23.6,152,29,123,23.6
"세종특별자치시","100세이상",16,X,14,14.3,16,X,14,14.3
"세종특별자치시","15세미만",69840,35584,34256,103.9,69647,35487,34160,103.9
"세종특별자치시","15~64세",251100,127803,123297,103.7,244258,123607,120651,102.5
"세종특별자치시","65세이상",32993,14552,18441,78.9,32784,14447,18337,78.8
"세종특별자치시","평균연령",36.9,36.3,37.4,-,36.9,36.3,37.4,-
"세종특별자치시","중위연령",38,37.7,38.3,-,38.1,37.9,38.3,-
"경기도","합계",13511676,6828367,6683309,102.2,12928214,6489718,6438496,100.8
"경기도","0~4세",501986,257213,244773,105.1,486921,249590,237331,105.2
"경기도","5~9세",652341,333805,318536,104.8,642465,328877,313588,104.9
"경기도","10~14세",640423,328666,311757,105.4,634804,325837,308967,105.5
"경기도","15~19세",654522,335837,318685,105.4,648335,332871,315464,105.5
"경기도","20~24세",847646,444969,402677,110.5,808894,421169,387725,108.6
"경기도","25~29세",980796,531660,449136,118.4,904805,481163,423642,113.6
"경기도","30~34세",919054,489226,429828,113.8,824564,429201,395363,108.6
"경기도","35~39세",1083739,564534,519205,108.7,1007461,516508,490953,105.2
"경기도","40~44세",1107785,568811,538974,105.5,1054406,535882,518524,103.3
